kfl00001_0060	Cre12.g484700
kfl00180_0170	Cre09.g394658
kfl00180_0180	Cre12.g550700
kfl00180_0190	Cre07.g355300
kfl00180_0200	Cre01.g019100
kfl00180_0240	Cre07.g331150
kfl00181_0050	Cre16.g690250
kfl00181_0060	Cre01.g000250
kfl00181_0070	Cre12.g492851
kfl00181_0080	Cre06.g280100
kfl00181_0100	Cre06.g288050
kfl00181_0110	Cre06.g297400
kfl00181_0120	Cre16.g674050
kfl00181_0130	Cre16.g680900
kfl00181_0135	Cre06.g295100
kfl00181_0140	Cre13.g606050
kfl00181_0180	Cre06.g300800
kfl00181_0190	Cre02.g142850
kfl00181_0200	Cre13.g561850
kfl00181_0210	Cre06.g275050
kfl00181_0220	Cre10.g461750
kfl00181_0240	Cre08.g374800
kfl00181_0250	Cre13.g581650
kfl00181_0260	Cre10.g441200
kfl00182_0010	Cre09.g397364
kfl00182_0030	Cre17.g705150
kfl00182_0040	Cre02.g142627
kfl00182_0050	Cre17.g704400
kfl00182_0070	Cre09.g406350
kfl00182_0090	Cre09.g388097
kfl00182_0130	Cre02.g107750
kfl00182_0140	Cre12.g511400
kfl00182_0170	Cre02.g114500
kfl00182_0180	Cre17.g731900
kfl00182_0210	Cre06.g302700
kfl00182_0240	Cre06.g270650
kfl00183_g3	Cre13.g572600
kfl00183_0020	Cre09.g388400
kfl00183_0030	Cre16.g671150
kfl00183_0060	Cre16.g649800
kfl00183_0070	Cre13.g561900
kfl00183_0080	Cre16.g691750
kfl00183_0100	Cre01.g021750
kfl00183_g14	Cre12.g511850
kfl00183_0130	Cre03.g156100
kfl00183_0150	Cre01.g019150
kfl00183_0160	Cre09.g411450
kfl00183_0180	Cre24.g755197
kfl00183_0190	Cre08.g367650
kfl00183_0200	Cre12.g494250
kfl00183_0240	Cre07.g336600
kfl00183_0260	Cre10.g463600
kfl00183_0270	Cre06.g290400
kfl00184_0010	Cre01.g023150
kfl00184_0030	Cre06.g261650
kfl00184_0040	Cre03.g163500
kfl00184_0050	Cre03.g143907
kfl00184_0060	Cre01.g024500
kfl00184_0070	Cre14.g626667
kfl00184_0110	Cre16.g681500
kfl00184_0130	Cre09.g390801
kfl00184_0170	Cre01.g026250
kfl00184_0180	Cre12.g553100
kfl00184_0190	Cre06.g260100
kfl00184_0200	Cre17.g728700
kfl00184_0220	Cre01.g041050
kfl00184_0230	Cre02.g102600
kfl00184_0240	Cre14.g615050
kfl00185_0010	Cre03.g158100
kfl00185_0030	Cre12.g498050
kfl00185_0050	Cre16.g648600
kfl00185_0060	Cre10.g448950
kfl00185_0070	Cre02.g085650
kfl00185_0100	Cre12.g519180
kfl00185_0110	Cre16.g675246
kfl00185_0130	Cre06.g307250
kfl00185_0140	Cre11.g467770
kfl00185_0150	Cre12.g485150
kfl00185_0160	Cre10.g466550
kfl00185_0180	Cre12.g511640
kfl00185_0190	Cre06.g307600
kfl00185_0200	Cre09.g398882
kfl00185_0230	Cre01.g051250
kfl00185_0240	Cre01.g010550
kfl00186_0020	Cre16.g664050
kfl00186_0030	Cre07.g324550
kfl00186_0040	Cre10.g422201
kfl00186_0050	Cre07.g318050
kfl00186_0060	Cre06.g263800
kfl00186_0080	Cre06.g278125
kfl00186_0100	Cre07.g314100
kfl00186_0120	Cre04.g231516
kfl00186_0140	Cre09.g395288
kfl00186_0150	Cre16.g686552
kfl00186_0160	Cre12.g514050
kfl00186_0170	Cre07.g320200
kfl00186_0180	Cre03.g153800
kfl00186_0200	Cre06.g266416
kfl00186_0210	Cre10.g446050
kfl00186_0230	Cre16.g664450
kfl00186_0240	Cre16.g672850
kfl00187_0010	Cre16.g673450
kfl00187_0020	Cre03.g186800
kfl00187_0030	Cre10.g443500
kfl00187_0040	Cre07.g353300
kfl00187_0050	Cre10.g461950
kfl00187_0070	Cre19.g751247
kfl00187_0080	Cre16.g659400
kfl00187_0090	Cre11.g482300
kfl00187_0105	Cre06.g289150
kfl00187_0110	Cre06.g279750
kfl00187_0120	Cre12.g487400
kfl00187_0130	Cre17.g736650
kfl00187_0140	Cre02.g074600
kfl00187_0150	Cre15.g641250
kfl00187_0160	Cre04.g211600
kfl00187_0170	Cre01.g049050
kfl00187_0180	Cre06.g293582
kfl00187_0200	Cre10.g448650
kfl00187_0220	Cre03.g203850
kfl00187_0230	Cre06.g277700
kfl00187_0240	Cre17.g705350
kfl00187_0250	Cre12.g548900
kfl00188_0010	Cre12.g505800
kfl00188_0040	Cre02.g119050
kfl00188_0050	Cre03.g207000
kfl00188_0060	Cre09.g410000
kfl00188_0070	Cre04.g217955
kfl00188_0080	Cre06.g269250
kfl00188_0090	Cre48.g761197
kfl00188_0100	Cre14.g630301
kfl00188_0110	Cre16.g693700
kfl00188_0130	Cre14.g627850
kfl00188_0170	Cre03.g206593
kfl00188_0200	Cre12.g553253
kfl00188_0210	Cre01.g050550
kfl00188_0220	Cre03.g164350
kfl00188_0250	Cre01.g038500
kfl00188_0260	Cre10.g426250
kfl00188_0270	Cre12.g525650
kfl00188_0280	Cre16.g649800
kfl00189_0020	Cre01.g039500
kfl00189_0040	Cre01.g033150
kfl00189_0050	Cre07.g318800
kfl00189_0070	Cre02.g082350
kfl00189_0080	Cre17.g715300
kfl00189_0090	Cre04.g226150
kfl00189_0100	Cre10.g426152
kfl00189_0110	Cre03.g144627
kfl00189_0130	Cre12.g530700
kfl00189_0140	Cre01.g021600
kfl00189_0160	Cre16.g672497
kfl00189_0170	Cre03.g189950
kfl00189_0180	Cre04.g228400
kfl00189_0200	Cre01.g029250
kfl00189_0210	Cre06.g276250
kfl00190_0020	Cre07.g325050
kfl00190_0050	Cre02.g085701
kfl00190_0060	Cre01.g009300
kfl00190_0070	Cre13.g576200
kfl00190_0090	Cre10.g422450
kfl00190_0100	Cre02.g092350
kfl00190_0110	Cre02.g079750
kfl00190_0120	Cre13.g589167
kfl00190_0140	Cre11.g467547
kfl00190_0160	Cre06.g278198
kfl00190_0170	Cre11.g467655
kfl00190_0180	Cre09.g393200
kfl00190_0190	Cre16.g684750
kfl00191_0010	Cre02.g143850
kfl00191_0020	Cre10.g438500
kfl00191_0030	Cre12.g550850
kfl00191_0040	Cre13.g602650
kfl00191_0050	Cre16.g686350
kfl00191_0070	Cre03.g193750
kfl00191_0080	Cre12.g536800
kfl00191_0100	Cre06.g249150
kfl00191_0110	Cre11.g467660
kfl00191_0130	Cre02.g142266
kfl00191_0140	Cre09.g413500
kfl00192_0030	Cre06.g278263
kfl00192_0050	Cre01.g039750
kfl00192_0060	Cre02.g084950
kfl00192_0150	Cre09.g391900
kfl00192_0160	Cre02.g088750
kfl00192_0180	Cre04.g222300
kfl00192_0190	Cre10.g424900
kfl00192_0200	Cre16.g694800
kfl00192_0210	Cre01.g023550
kfl00193_0030	Cre07.g317850
kfl00193_0060	Cre16.g654700
kfl00193_0070	Cre09.g386734
kfl00193_0080	Cre10.g444450
kfl00193_0110	Cre16.g666334
kfl00193_0120	Cre07.g327150
kfl00193_0130	Cre16.g691000
kfl00193_0140	Cre02.g117650
kfl00193_0150	Cre05.g238332
kfl00193_0170	Cre03.g196900
kfl00193_0180	Cre06.g282200
kfl00193_0190	Cre02.g074150
kfl00193_0205	Cre11.g467733
kfl00194_0020	Cre03.g199759
kfl00194_0030	Cre06.g284500
kfl00194_0040	Cre06.g264550
kfl00194_0050	Cre16.g661800
kfl00194_0070	Cre09.g407100
kfl00194_0080	Cre09.g398067
kfl00194_0090	Cre12.g525650
kfl00194_0100	Cre03.g205137
kfl00194_0150	Cre11.g467630
kfl00194_0160	Cre04.g217930
kfl00194_0180	Cre04.g221650
kfl00194_0190	Cre06.g282800
kfl00194_0200	Cre06.g249900
kfl00194_0210	Cre07.g352400
kfl00194_0240	Cre12.g511400
kfl00195_0010	Cre18.g748947
kfl00195_0020	Cre17.g703700
kfl00195_0030	Cre11.g467689
kfl00195_0100	Cre01.g014100
kfl00195_0120	Cre09.g386732
kfl00195_0140	Cre09.g415300
kfl00195_0150	Cre09.g396994
kfl00196_0020	Cre13.g571200
kfl00196_0030	Cre13.g575950
kfl00196_0050	Cre17.g712100
kfl00196_0060	Cre17.g738000
kfl00196_0080	Cre13.g562800
kfl00196_0090	Cre11.g479250
kfl00196_0100	Cre13.g603000
kfl00196_0110	Cre14.g612200
kfl00196_0120	Cre16.g657800
kfl00196_0130	Cre12.g502901
kfl00196_0140	Cre03.g149650
kfl00196_0150	Cre01.g038600
kfl00197_0080	Cre04.g224100
kfl00197_0090	Cre02.g073250
kfl00197_0100	Cre12.g515200
kfl00197_0110	Cre13.g578350
kfl00197_0150	Cre21.g752997
kfl00197_0160	Cre06.g254700
kfl00198_0010	Cre03.g183950
kfl00198_0030	Cre03.g186800
kfl00198_0040	Cre10.g419800
kfl00198_0050	Cre12.g503000
kfl00198_0070	Cre10.g425100
kfl00198_0080	Cre17.g716850
kfl00198_0090	Cre02.g142186
kfl00198_0100	Cre12.g500150
kfl00198_0110	Cre06.g304600
kfl00198_0120	Cre17.g702500
kfl00198_0140	Cre02.g089000
kfl00198_0160	Cre14.g630500
kfl00198_0170	Cre12.g506900
kfl00198_0190	Cre03.g181400
kfl00198_0200	Cre06.g254150
kfl00198_0220	Cre01.g031550
kfl00198_0230	Cre01.g029650
kfl00198_0240	Cre01.g042950
kfl00198_0250	Cre06.g252650
kfl00198_0260	Cre03.g161800
kfl00198_0270	Cre13.g563200
kfl00198_0280	Cre13.g579850
kfl00199_0030	Cre10.g429000
kfl00199_0050	Cre10.g429000
kfl00199_0055	Cre10.g429000
kfl00199_0060	Cre16.g656700
kfl00199_0070	Cre09.g392542
kfl00199_0100	Cre07.g325715
kfl00199_0120	Cre06.g296500
kfl00199_0140	Cre16.g682300
kfl00199_0170	Cre06.g277100
kfl00200_0020	Cre01.g040300
kfl00200_0030	Cre06.g260100
kfl00200_0040	Cre03.g210625
kfl00200_0050	Cre12.g517400
kfl00200_0060	Cre15.g636050
kfl00200_0080	Cre07.g332450
kfl00200_0090	Cre14.g629920
kfl00200_0100	Cre12.g542350
kfl00200_0110	Cre17.g747297
kfl00200_0130	Cre10.g423450
kfl00200_0140	Cre06.g292750
kfl00200_0170	Cre06.g293900
kfl00200_0180	Cre09.g389450
kfl00201_0030	Cre09.g398550
kfl00201_0060	Cre04.g214500
kfl00201_0070	Cre08.g368550
kfl00201_0080	Cre08.g368550
kfl00201_0110	Cre10.g436900
kfl00201_0140	Cre02.g142146
kfl00201_0150	Cre17.g720050
kfl00201_0160	Cre02.g119050
kfl00201_0180	Cre08.g374250
kfl00201_0200	Cre03.g169400
kfl00201_0210	Cre09.g402950
kfl00202_0050	Cre02.g141626
kfl00202_0060	Cre01.g033350
kfl00202_0070	Cre09.g410750
kfl00202_0080	Cre06.g309000
kfl00202_0090	Cre04.g226150
kfl00202_0120	Cre09.g397300
kfl00202_0130	Cre01.g021400
kfl00203_0010	Cre16.g667750
kfl00203_0020	Cre01.g026650
kfl00203_0030	Cre04.g216850
kfl00203_0050	Cre16.g692050
kfl00203_0060	Cre07.g339600
kfl00203_g8	Cre17.g740000
kfl00203_0090	Cre03.g206600
kfl00203_0100	Cre10.g428664
kfl00203_0120	Cre13.g587150
kfl00203_0130	Cre17.g706650
kfl00203_0140	Cre06.g266350
kfl00203_0150	Cre02.g119900
kfl00203_0160	Cre04.g219750
kfl00203_0180	Cre06.g252850
kfl00203_0190	Cre01.g019750
kfl00203_0210	Cre13.g571200
kfl00204_0060	Cre02.g142627
kfl00204_0070	Cre12.g532050
kfl00204_0080	Cre06.g257900
kfl00204_0090	Cre12.g532050
kfl00204_0100	Cre16.g681900
kfl00204_0110	Cre01.g007700
kfl00204_0130	Cre10.g464650
kfl00204_0140	Cre09.g386119
kfl00204_0150	Cre02.g102300
kfl00204_0160	Cre09.g397327
kfl00205_0040	Cre03.g172500
kfl00205_0070	Cre08.g364300
kfl00205_0100	Cre13.g582800
kfl00205_0110	Cre08.g359500
kfl00205_0140	Cre12.g514700
kfl00205_0150	Cre13.g571200
kfl00205_0160	Cre09.g389950
kfl00205_0170	Cre02.g097100
kfl00205_0210	Cre16.g673450
kfl00206_0030	Cre12.g537200
kfl00206_0050	Cre01.g037700
kfl00206_0060	Cre07.g328150
kfl00206_0070	Cre16.g690500
kfl00206_0090	Cre01.g024300
kfl00206_0100	Cre04.g212650
kfl00206_0120	Cre13.g565260
kfl00206_0150	Cre16.g676314
kfl00206_0190	Cre16.g670800
kfl00206_0220	Cre17.g725650
kfl00206_0240	Cre02.g098450
kfl00207_0010	Cre12.g532050
kfl00207_0030	Cre04.g217911
kfl00207_0040	Cre13.g592050
kfl00207_0080	Cre01.g052750
kfl00207_0100	Cre12.g517100
kfl00207_0110	Cre10.g430050
kfl00207_0130	Cre16.g656650
kfl00207_0140	Cre06.g270200
kfl00208_0020	Cre17.g709250
kfl00208_0030	Cre12.g498800
kfl00208_0050	Cre08.g358557
kfl00208_0060	Cre03.g155527
kfl00208_0070	Cre09.g387050
kfl00208_0110	Cre01.g036600
kfl00208_0120	Cre13.g567950
kfl00208_0130	Cre06.g275150
kfl00208_0140	Cre02.g080200
kfl00208_0150	Cre17.g721850
kfl00208_0180	Cre04.g215600
kfl00208_0190	Cre17.g741150
kfl00208_0200	Cre19.g750897
kfl00208_0230	Cre10.g419450
kfl00208_0240	Cre13.g583450
kfl00208_0250	Cre06.g299350
kfl00209_0030	Cre05.g240100
kfl00209_0040	Cre04.g212401
kfl00209_0070	Cre06.g304100
kfl00209_0090	Cre10.g433400
kfl00209_0120	Cre12.g547734
kfl00209_0130	Cre02.g142266
kfl00209_0140	Cre10.g446250
kfl00209_0170	Cre02.g095071
kfl00209_0180	Cre12.g493550
kfl00209_0190	Cre06.g295100
kfl00209_0200	Cre12.g506050
kfl00209_0210	Cre12.g495650
kfl00209_0220	Cre02.g080350
kfl00210_g1	Cre09.g404000
kfl00210_0010	Cre12.g532050
kfl00210_0020	Cre09.g415700
kfl00210_0030	Cre06.g261750
kfl00210_0040	Cre10.g452800
kfl00210_0060	Cre03.g144524
kfl00210_0070	Cre06.g298600
kfl00210_0080	Cre17.g719000
kfl00210_0090	Cre08.g378000
kfl00210_0120	Cre06.g308150
kfl00210_0140	Cre14.g618860
kfl00210_0150	Cre12.g559250
kfl00210_0160	Cre16.g678900
kfl00210_0165	Cre13.g571200
kfl00211_0040	Cre12.g552827
kfl00211_0090	Cre03.g176050
kfl00211_0100	Cre03.g207713
kfl00211_0110	Cre17.g732802
kfl00211_0120	Cre08.g378650
kfl00211_0140	Cre10.g428150
kfl00211_0150	Cre16.g673393
kfl00211_0160	Cre14.g626750
kfl00211_0180	Cre14.g618150
kfl00211_0190	Cre02.g095800
kfl00211_0200	Cre06.g278178
kfl00211_0210	Cre12.g497400
kfl00211_0220	Cre06.g301600
kfl00212_0010	Cre03.g202897
kfl00212_0020	Cre12.g517900
kfl00212_0040	Cre15.g635100
kfl00212_0050	Cre06.g264400
kfl00212_0060	Cre12.g485800
kfl00212_0070	Cre16.g651400
kfl00212_0080	Cre08.g371052
kfl00212_0100	Cre08.g381650
kfl00212_0120	Cre03.g145247
kfl00212_0130	Cre01.g039350
kfl00212_0140	Cre07.g322450
kfl00212_0150	Cre16.g673150
kfl00212_0160	Cre16.g674200
kfl00213_0010	Cre17.g723300
kfl00213_0020	Cre07.g328450
kfl00213_0030	Cre16.g686950
kfl00213_0040	Cre09.g412100
kfl00213_0050	Cre01.g047650
kfl00213_0060	Cre10.g429150
kfl00213_0100	Cre03.g188200
kfl00213_0120	Cre16.g664250
kfl00213_0130	Cre12.g523750
kfl00213_0140	Cre06.g307150
kfl00213_0150	Cre02.g086100
kfl00213_0180	Cre04.g216100
kfl00213_0190	Cre08.g373250
kfl00213_0200	Cre09.g399911
kfl00213_0210	Cre17.g704700
kfl00214_0020	Cre08.g367700
kfl00214_0030	Cre04.g216050
kfl00214_0040	Cre05.g242000
kfl00214_0050	Cre06.g262100
kfl00214_0060	Cre09.g403200
kfl00214_0080	Cre05.g230900
kfl00214_0100	Cre02.g082550
kfl00214_0110	Cre05.g230900
kfl00214_0140	Cre01.g031650
kfl00214_0160	Cre16.g687900
kfl00214_0170	Cre06.g301951
kfl00215_0050	Cre03.g149300
kfl00215_0070	Cre05.g245700
kfl00215_0080	Cre09.g406800
kfl00215_0090	Cre17.g746547
kfl00215_0110	Cre16.g675450
kfl00215_0120	Cre03.g193800
kfl00215_0130	Cre17.g720500
kfl00215_0140	Cre10.g421850
kfl00215_0150	Cre08.g375084
kfl00215_0160	Cre04.g216850
kfl00215_0170	Cre12.g549550
kfl00215_0180	Cre13.g572900
kfl00215_0200	Cre06.g279900
kfl00215_0210	Cre07.g330200
kfl00215_0220	Cre12.g549550
kfl00215_0230	Cre07.g339050
kfl00215_0240	Cre01.g000250
kfl00216_0010	Cre06.g283750
kfl00216_0030	Cre04.g215400
kfl00216_0040	Cre17.g709350
kfl00216_0060	Cre08.g368950
kfl00216_0070	Cre07.g315750
kfl00216_0090	Cre09.g401997
kfl00216_0100	Cre08.g365800
kfl00216_0110	Cre06.g281250
kfl00216_0120	Cre12.g532050
kfl00216_0130	Cre07.g334100
kfl00216_0140	Cre07.g334100
kfl00216_0150	Cre06.g278093
kfl00216_0160	Cre06.g263950
kfl00217_0020	Cre01.g029050
kfl00217_0040	Cre02.g147900
kfl00217_0050	Cre09.g389100
kfl00217_0080	Cre02.g089200
kfl00217_0090	Cre06.g281350
kfl00217_0100	Cre16.g650400
kfl00217_0120	Cre02.g097450
kfl00217_0130	Cre12.g514700
kfl00217_0150	Cre09.g409350
kfl00217_0160	Cre16.g659800
kfl00218_0020	Cre06.g304800
kfl00218_0040	Cre07.g325050
kfl00218_0050	Cre02.g119450
kfl00218_0070	Cre09.g386119
kfl00218_0100	Cre07.g340950
kfl00218_0120	Cre16.g695500
kfl00218_0130	Cre06.g250200
kfl00218_0150	Cre09.g386119
kfl00218_0160	Cre03.g192350
kfl00218_0170	Cre02.g144005
kfl00219_0010	Cre11.g467678
kfl00219_0030	Cre13.g562400
kfl00219_0040	Cre01.g009250
kfl00219_0060	Cre10.g420950
kfl00219_0120	Cre02.g118250
kfl00219_0160	Cre12.g521200
kfl00219_0200	Cre02.g079750
kfl00219_0210	Cre01.g040200
kfl00219_0240	Cre01.g024100
kfl00219_0290	Cre01.g040200
kfl00219_0300	Cre03.g177800
kfl00219_0340	Cre01.g015250
kfl00219_0360	Cre01.g015250
kfl00219_0380	Cre11.g476250
kfl00219_g49	Cre06.g278088
kfl00219_0520	Cre12.g515850
kfl00219_0560	Cre02.g098750
kfl00219_0590	Cre07.g314400
kfl00219_0610	Cre10.g455750
kfl00219_0620	Cre03.g204752
kfl00220_0010	Cre04.g214100
kfl00220_0030	Cre17.g701100
kfl00220_0040	Cre10.g429200
kfl00220_0055	Cre01.g001400
kfl00220_0060	Cre13.g563650
kfl00220_0080	Cre08.g372100
kfl00220_0085	Cre08.g372100
kfl00220_0090	Cre11.g468950
kfl00220_0100	Cre02.g087200
kfl00220_0130	Cre07.g325744
kfl00220_0140	Cre10.g444500
kfl00220_0160	Cre17.g702150
kfl00220_0170	Cre06.g248950
kfl00220_0210	Cre12.g514200
kfl00221_0020	Cre06.g293750
kfl00221_0030	Cre06.g299750
kfl00221_0060	Cre18.g749697
kfl00221_0070	Cre16.g690879
kfl00221_0080	Cre12.g532050
kfl00221_0090	Cre16.g692400
kfl00221_0100	Cre01.g054800
kfl00221_0120	Cre07.g323450
kfl00221_0150	Cre08.g374300
kfl00222_0020	Cre12.g560300
kfl00222_0040	Cre13.g571560
kfl00222_0050	Cre03.g192350
kfl00222_0060	Cre14.g612500
kfl00222_0080	Cre04.g221200
kfl00222_0090	Cre10.g435850
kfl00222_0100	Cre08.g362500
kfl00222_0110	Cre06.g285850
kfl00222_0130	Cre04.g214502
kfl00222_0140	Cre13.g592050
kfl00222_0160	Cre12.g549600
kfl00222_0170	Cre01.g039300
kfl00222_0200	Cre17.g726100
kfl00222_0210	Cre11.g474800
kfl00222_0230	Cre06.g309150
kfl00223_0035	Cre03.g173900
kfl00223_0070	Cre08.g360850
kfl00223_0080	Cre13.g567150
kfl00223_0100	Cre10.g456650
kfl00223_0110	Cre12.g508150
kfl00223_0120	Cre12.g523950
kfl00223_0130	Cre12.g557950
kfl00223_0140	Cre03.g172650
kfl00223_0150	Cre10.g439550
kfl00223_0160	Cre03.g172800
kfl00223_0170	Cre12.g533050
kfl00223_0180	Cre12.g486600
kfl00224_0010	Cre01.g041800
kfl00224_0020	Cre11.g467755
kfl00224_0040	Cre01.g002050
kfl00224_0050	Cre03.g176250
kfl00224_0060	Cre50.g761397
kfl00224_0070	Cre16.g695851
kfl00224_0080	Cre50.g761447
kfl00224_0090	Cre12.g544700
kfl00224_0120	Cre13.g567363
kfl00224_0130	Cre01.g034350
kfl00224_0140	Cre12.g548350
kfl00224_0160	Cre08.g370250
kfl00224_0200	Cre09.g386113
kfl00224_0210	Cre17.g704400
kfl00225_0020	Cre02.g118450
kfl00225_0030	Cre12.g555400
kfl00225_0050	Cre03.g190500
kfl00225_0060	Cre09.g401663
kfl00225_0070	Cre02.g090650
kfl00225_0080	Cre01.g055469
kfl00225_0090	Cre12.g558353
kfl00225_0100	Cre12.g512200
kfl00225_0120	Cre09.g395600
kfl00225_0160	Cre08.g379200
kfl00225_0170	Cre01.g028350
kfl00225_0180	Cre17.g735350
kfl00225_0200	Cre02.g096200
kfl00225_0220	Cre01.g034000
kfl00225_0230	Cre10.g444900
kfl00226_0020	Cre09.g386650
kfl00226_0030	Cre16.g674852
kfl00226_0040	Cre16.g672850
kfl00226_0050	Cre10.g436650
kfl00226_0060	Cre02.g144750
kfl00226_0070	Cre06.g290900
kfl00226_0080	Cre01.g013650
kfl00226_0110	Cre10.g433450
kfl00226_0120	Cre02.g110000
kfl00226_0130	Cre08.g371052
kfl00226_0150	Cre04.g215750
kfl00226_0160	Cre06.g283300
kfl00226_0180	Cre01.g052400
kfl00227_0060	Cre06.g274950
kfl00227_0080	Cre05.g237050
kfl00227_0090	Cre13.g566650
kfl00227_0100	Cre16.g683400
kfl00227_0110	Cre03.g207350
kfl00227_0120	Cre03.g207350
kfl00227_0130	Cre03.g207350
kfl00227_0150	Cre13.g582800
kfl00227_0160	Cre01.g051450
kfl00228_0010	Cre13.g566050
kfl00228_0020	Cre06.g249800
kfl00228_0030	Cre17.g741100
kfl00228_0050	Cre11.g476650
kfl00228_0060	Cre06.g301150
kfl00228_0080	Cre03.g206900
kfl00228_0090	Cre10.g456100
kfl00228_0110	Cre08.g385500
kfl00228_0140	Cre09.g402350
kfl00228_0150	Cre07.g348200
kfl00228_0170	Cre09.g397364
kfl00228_0225	Cre09.g397364
kfl00229_0010	Cre12.g505350
kfl00229_0020	Cre07.g331900
kfl00229_0030	Cre12.g505100
kfl00229_0040	Cre16.g686700
kfl00229_0050	Cre03.g145107
kfl00229_0060	Cre10.g425750
kfl00229_0070	Cre12.g520250
kfl00229_0080	Cre11.g468500
kfl00229_0100	Cre12.g541904
kfl00229_0110	Cre08.g378150
kfl00229_0120	Cre10.g443300
kfl00229_0130	Cre12.g511000
kfl00229_0150	Cre17.g743847
kfl00229_0155	Cre01.g049132
kfl00229_0170	Cre07.g335400
kfl00230_0020	Cre08.g361250
kfl00230_0050	Cre01.g025400
kfl00230_0070	Cre16.g675850
kfl00230_0080	Cre11.g467770
kfl00230_0090	Cre17.g720700
kfl00230_0100	Cre10.g437150
kfl00230_0120	Cre10.g438500
kfl00230_0130	Cre08.g368000
kfl00230_0150	Cre06.g269400
kfl00230_0135	Cre08.g368000
kfl00231_0040	Cre16.g679650
kfl00231_0070	Cre03.g178450
kfl00231_0080	Cre10.g424100
kfl00231_0100	Cre16.g650900
kfl00231_0110	Cre13.g605800
kfl00231_0120	Cre02.g142000
kfl00231_0150	Cre01.g036400
kfl00231_0160	Cre01.g026900
kfl00231_0180	Cre11.g480650
kfl00231_0200	Cre12.g484500
kfl00232_0030	Cre12.g494550
kfl00232_0040	Cre10.g444900
kfl00232_0050	Cre09.g390763
kfl00232_0070	Cre17.g729200
kfl00232_0080	Cre01.g019250
kfl00232_0090	Cre16.g669350
kfl00232_0100	Cre01.g021200
kfl00232_0110	Cre16.g675246
kfl00232_0140	Cre08.g362450
kfl00232_0150	Cre07.g325722
kfl00232_0170	Cre10.g436250
kfl00232_0190	Cre12.g546250
kfl00232_0200	Cre07.g336050
kfl00232_0220	Cre01.g016850
kfl00232_0230	Cre02.g101400
kfl00232_0240	Cre17.g729550
kfl00233_0020	Cre10.g440700
kfl00233_0050	Cre12.g486100
kfl00233_0060	Cre12.g538100
kfl00233_0080	Cre03.g200100
kfl00233_0090	Cre12.g543050
kfl00233_0110	Cre16.g656150
kfl00233_0120	Cre02.g116200
kfl00233_0140	Cre02.g106050
kfl00233_0150	Cre09.g404000
kfl00233_0170	Cre07.g342250
kfl00234_0010	Cre09.g394436
kfl00234_0030	Cre09.g393358
kfl00234_0040	Cre13.g571200
kfl00234_0080	Cre07.g328900
kfl00234_0100	Cre11.g467678
kfl00234_0110	Cre12.g561150
kfl00234_0140	Cre02.g144700
kfl00235_0020	Cre12.g550400
kfl00235_0030	Cre11.g467633
kfl00235_0040	Cre10.g432000
kfl00235_0060	Cre04.g224700
kfl00235_0070	Cre12.g528050
kfl00235_0090	Cre01.g014050
kfl00235_0100	Cre14.g613850
kfl00235_0120	Cre03.g145767
kfl00235_0130	Cre12.g533300
kfl00235_0150	Cre14.g627350
kfl00235_0160	Cre01.g017100
kfl00235_0170	Cre12.g532050
kfl00235_0180	Cre12.g519300
kfl00235_0190	Cre12.g538150
kfl00235_0200	Cre17.g744447
kfl00235_0210	Cre17.g744447
kfl00236_g5	Cre01.g040379
kfl00236_0070	Cre11.g467687
kfl00236_0090	Cre06.g279100
kfl00236_0100	Cre13.g573550
kfl00236_0110	Cre12.g498950
kfl00236_0130	Cre08.g371650
kfl00236_0145	Cre17.g714200
kfl00236_0150	Cre03.g181350
kfl00236_0160	Cre03.g208000
kfl00236_0170	Cre09.g402775
kfl00237_0010	Cre02.g095400
kfl00237_0020	Cre05.g235186
kfl00237_0030	Cre13.g567050
kfl00237_0040	Cre13.g592200
kfl00237_0050	Cre12.g510450
kfl00237_0060	Cre01.g051900
kfl00237_0070	Cre12.g486000
kfl00237_0090	Cre07.g335700
kfl00237_0100	Cre03.g172050
kfl00237_0110	Cre10.g446100
kfl00237_0120	Cre12.g487400
kfl00237_0130	Cre16.g680117
kfl00237_0140	Cre02.g144800
kfl00237_0150	Cre04.g220200
kfl00237_0160	Cre12.g514400
kfl00237_0190	Cre14.g609202
kfl00238_0010	Cre04.g229300
kfl00238_0030	Cre01.g030800
kfl00238_0040	Cre09.g399914
kfl00238_0050	Cre18.g749697
kfl00238_0060	Cre12.g518851
kfl00238_0070	Cre10.g430750
kfl00238_0080	Cre11.g467611
kfl00238_0090	Cre06.g292650
kfl00238_0100	Cre10.g440450
kfl00238_0120	Cre16.g662100
kfl00238_0140	Cre19.g750847
kfl00238_0150	Cre17.g744497
kfl00238_0160	Cre01.g055432
kfl00238_0170	Cre10.g446400
kfl00239_0060	Cre01.g018900
kfl00239_0100	Cre03.g171050
kfl00239_0120	Cre12.g550850
kfl00239_0130	Cre16.g685901
kfl00239_0140	Cre02.g082250
kfl00239_0150	Cre09.g400478
kfl00239_0175	Cre06.g278197
kfl00239_0180	Cre08.g381600
kfl00239_0190	Cre03.g183950
kfl00240_0010	Cre03.g183050
kfl00240_0020	Cre09.g394850
kfl00240_0030	Cre02.g100300
kfl00240_0070	Cre02.g118600
kfl00240_0080	Cre13.g562450
kfl00240_0110	Cre14.g612450
kfl00240_0120	Cre03.g144204
kfl00240_0130	Cre03.g144284
