kfl00001_0060	AT5G08060
kfl00209_0070	AT4G34490
kfl00209_0090	AT4G22310
kfl00209_0120	AT1G20890
kfl00209_0130	AT4G12300
kfl00209_0140	AT1G03000
kfl00209_0150	AT5G05550
kfl00209_0160	AT5G63090
kfl00209_0170	AT1G55870
kfl00209_0180	AT1G76630
kfl00209_0200	AT1G17760
kfl00209_0210	AT4G03020
kfl00209_0220	AT3G20630
kfl00210_g1	AT5G55000
kfl00210_0010	AT3G24550
kfl00210_0020	AT1G08080
kfl00210_0030	AT3G61320
kfl00210_0050	AT3G05675
kfl00210_0060	AT4G16070
kfl00210_0080	AT5G11200
kfl00210_0090	AT1G26110
kfl00210_0120	AT2G35720
kfl00210_0130	AT4G21720
kfl00210_0140	AT3G57300
kfl00210_0150	AT1G26480
kfl00210_0160	AT5G35750
kfl00210_0165	AT1G27320
kfl00211_g6	AT3G33530
kfl00211_0090	AT5G53800
kfl00211_0100	AT4G09020
kfl00211_0110	AT1G12050
kfl00211_0120	AT2G35810
kfl00211_0140	AT2G40090
kfl00211_0150	AT4G35740
kfl00211_0160	AT3G22840
kfl00211_0170	AT4G33590
kfl00211_0180	AT2G01750
kfl00211_0190	AT1G27720
kfl00211_0200	AT3G52040
kfl00211_0210	AT5G09380
kfl00211_0220	AT1G27520
kfl00211_0235	AT3G61600
kfl00212_0010	AT3G17000
kfl00212_0020	AT1G21650
kfl00212_0040	AT5G14370
kfl00212_0050	AT3G52250
kfl00212_0060	AT4G23940
kfl00212_0070	AT3G61550
kfl00212_0080	AT3G02830
kfl00212_0090	AT4G30150
kfl00212_0100	AT5G44250
kfl00212_0130	AT4G24520
kfl00212_0140	AT2G23740
kfl00212_0150	AT3G44680
kfl00213_0020	AT4G14385
kfl00213_0030	AT1G04730
kfl00213_0040	AT1G31330
kfl00213_0050	AT4G15475
kfl00213_0060	AT5G17990
kfl00213_0100	AT3G07750
kfl00213_0120	AT1G55880
kfl00213_0140	AT4G17090
kfl00213_0150	AT1G49975
kfl00213_0180	AT1G08110
kfl00213_0190	AT1G16470
kfl00213_0200	AT4G33260
kfl00214_0020	AT2G41705
kfl00214_0030	AT4G20140
kfl00214_0040	AT1G08520
kfl00214_0050	AT3G24170
kfl00214_0060	AT1G37130
kfl00214_0070	AT1G08280
kfl00214_0080	AT3G02600
kfl00214_0100	AT5G67030
kfl00214_0110	AT3G02600
kfl00214_0140	AT1G18690
kfl00214_0160	AT1G45474
kfl00215_0050	AT1G72090
kfl00215_0070	AT3G04710
kfl00215_0080	AT1G52600
kfl00215_0090	AT2G42380
kfl00215_0110	AT4G20760
kfl00215_0120	AT4G17300
kfl00215_0130	AT4G17080
kfl00215_0140	AT1G24050
kfl00215_0150	AT1G60200
kfl00215_0160	AT1G50010
kfl00215_0170	AT5G62700
kfl00215_0180	AT5G10540
kfl00215_0220	AT5G62700
kfl00215_0230	AT4G25590
kfl00215_0240	AT1G03260
kfl00215_0250	AT1G27461
kfl00216_0010	AT3G11945
kfl00216_0030	AT3G24190
kfl00216_0040	AT1G79590
kfl00216_0050	AT3G60070
kfl00216_0060	AT5G66120
kfl00216_0070	AT1G24360
kfl00216_0090	AT3G25530
kfl00216_0100	AT1G33030
kfl00216_0110	AT3G23510
kfl00216_0120	AT5G07280
kfl00216_0130	AT1G13980
kfl00216_0140	AT1G13980
kfl00216_0150	AT2G35100
kfl00216_0160	AT1G10130
kfl00217_0020	AT1G06060
kfl00217_0030	AT4G29790
kfl00217_0040	AT3G52990
kfl00217_0050	AT5G01430
kfl00217_0070	AT1G53645
kfl00217_0080	AT5G13960
kfl00217_0090	AT5G26860
kfl00217_0100	AT1G21000
kfl00217_0120	AT3G11750
kfl00217_0130	AT2G26740
kfl00217_0150	AT4G19210
kfl00218_0010	AT1G21630
kfl00218_0020	AT1G20760
kfl00218_0040	AT5G16890
kfl00218_0050	AT3G05320
kfl00218_0060	AT5G39270
kfl00218_0090	AT2G15390
kfl00218_0100	AT3G26950
kfl00218_0120	AT1G64650
kfl00218_0130	AT4G01850
kfl00218_0170	AT1G20130
kfl00219_0010	AT2G17820
kfl00219_0030	AT3G24650
kfl00219_0040	AT3G23890
kfl00219_0050	AT1G19730
kfl00219_0060	AT1G67660
kfl00219_0070	AT2G45110
kfl00219_0120	AT3G19080
kfl00219_0160	AT1G21690
kfl00219_g18	AT5G58090
kfl00219_0200	AT1G66340
kfl00219_0210	AT3G48260
kfl00219_0290	AT5G41990
kfl00219_0300	AT1G69530
kfl00219_0340	AT5G63960
kfl00219_0360	AT5G63960
kfl00219_0370	AT3G09100
kfl00219_0380	AT4G17245
kfl00219_0415	AT1G13810
kfl00219_g49	AT5G27670
kfl00219_0520	AT2G29570
kfl00219_0590	AT4G25120
kfl00219_0610	AT5G43530
kfl00220_0010	AT1G50170
kfl00220_0020	AT5G15440
kfl00220_0030	AT1G49350
kfl00220_0040	AT3G07670
kfl00220_0055	AT5G42620
kfl00220_0080	AT5G02490
kfl00220_0085	AT5G02500
kfl00220_0090	AT3G52730
kfl00220_0100	AT3G58050
kfl00220_0110	AT3G13480
kfl00220_0120	AT3G24180
kfl00220_0140	AT5G66040
kfl00220_0160	AT4G37200
kfl00220_0210	AT1G14190
kfl00221_0030	AT2G37975
kfl00221_0040	AT1G31480
kfl00221_0060	AT3G19280
kfl00221_0070	AT5G62740
kfl00221_0080	AT2G45910
kfl00221_0090	AT4G37280
kfl00221_0100	AT3G62010
kfl00221_0110	AT2G30890
kfl00221_0120	AT5G40530
kfl00221_0150	AT4G00231
kfl00222_0020	AT3G13224
kfl00222_0040	AT4G10180
kfl00222_0050	AT1G67480
kfl00222_0060	AT5G40280
kfl00222_0070	AT1G60640
kfl00222_0080	AT1G32810
kfl00222_0090	AT1G16080
kfl00222_0100	AT5G37630
kfl00222_0110	AT5G11810
kfl00222_0120	AT3G54190
kfl00222_0130	AT4G10960
kfl00222_0140	AT4G04955
kfl00222_0160	AT3G04240
kfl00222_0170	AT1G49760
kfl00222_0180	AT1G78780
kfl00222_0190	AT2G39020
kfl00222_0200	AT1G22660
kfl00222_0210	AT5G46180
kfl00222_0230	AT1G49590
kfl00223_0020	AT1G73020
kfl00223_0030	AT3G47910
kfl00223_0035	AT2G38195
kfl00223_0050	AT3G47910
kfl00223_0070	AT2G25530
kfl00223_0080	AT5G07590
kfl00223_0090	AT5G06710
kfl00223_0100	AT1G65840
kfl00223_0110	AT2G44980
kfl00223_0120	AT5G18520
kfl00223_0130	AT1G65280
kfl00223_0140	AT1G20010
kfl00223_0150	AT4G39870
kfl00223_0160	AT1G66810
kfl00223_0170	AT3G07050
kfl00223_0180	AT5G17520
kfl00224_0020	AT2G34460
kfl00224_0030	AT1G73680
kfl00224_0050	AT3G28715
kfl00224_0060	AT1G09150
kfl00224_0070	AT4G02485
kfl00224_0080	AT3G13180
kfl00224_0090	AT5G56510
kfl00224_0100	AT5G15880
kfl00224_0120	AT1G77740
kfl00224_0130	AT5G52600
kfl00224_0160	AT3G12010
kfl00224_0170	AT1G27170
kfl00224_0190	AT2G41150
kfl00224_0200	AT1G06900
kfl00224_0210	AT5G50450
kfl00225_0020	AT1G68370
kfl00225_0030	AT4G22830
kfl00225_0040	AT5G52810
kfl00225_0050	AT3G23640
kfl00225_0060	AT1G12650
kfl00225_0070	AT3G24315
kfl00225_0080	AT4G02405
kfl00225_0100	AT5G13740
kfl00225_0120	AT5G18570
kfl00225_0160	AT2G21960
kfl00225_0170	AT4G18370
kfl00225_0180	AT4G35450
kfl00225_0190	AT3G18440
kfl00225_0200	AT2G25280
kfl00225_0220	AT5G53480
kfl00225_0230	AT1G73700
kfl00225_0240	AT5G66290
kfl00226_0020	AT5G56450
kfl00226_0030	AT4G11720
kfl00226_0040	AT2G30890
kfl00226_0050	AT3G06980
kfl00226_0060	AT3G26570
kfl00226_0080	AT1G18950
kfl00226_0100	AT4G01220
kfl00226_0110	AT3G49660
kfl00226_0120	AT1G18470
kfl00226_0130	AT3G12680
kfl00226_0150	AT1G49910
kfl00226_0160	AT3G09890
kfl00226_0170	AT5G53310
kfl00226_0180	AT5G36120
kfl00226_0190	AT5G41650
kfl00226_0210	AT1G08220
kfl00226_0220	AT1G05970
kfl00227_0040	AT3G19430
kfl00227_0050	AT4G27390
kfl00227_0060	AT2G45540
kfl00227_0080	AT5G67370
kfl00227_0090	AT4G23850
kfl00227_0100	AT1G75170
kfl00227_0110	AT3G14595
kfl00227_0160	AT1G19330
kfl00227_0180	AT5G52410
kfl00227_0190	AT3G63060
kfl00228_0010	AT3G11500
kfl00228_0020	AT3G54020
kfl00228_0030	AT1G17130
kfl00228_0050	AT5G04360
kfl00228_0070	AT3G49645
kfl00228_0080	AT1G22870
kfl00228_0090	AT4G27270
kfl00228_0110	AT4G25000
kfl00228_0140	AT5G19280
kfl00228_0150	AT2G35840
kfl00229_0010	AT5G57110
kfl00229_0020	AT4G00100
kfl00229_0050	AT5G10470
kfl00229_0060	AT3G62770
kfl00229_0070	AT1G79730
kfl00229_0080	AT4G24890
kfl00229_0100	AT2G03390
kfl00229_0110	AT5G13110
kfl00229_0120	AT3G63280
kfl00229_0140	AT5G66480
kfl00229_0150	AT1G67530
kfl00229_0155	AT2G23140
kfl00229_0160	AT1G49870
kfl00229_0170	AT5G64840
kfl00229_0180	AT1G54890
kfl00230_0020	AT4G33590
kfl00230_0070	AT3G06810
kfl00230_0080	AT3G12780
kfl00230_0100	AT5G10690
kfl00230_0120	AT1G10510
kfl00230_0130	AT4G02220
kfl00230_0150	AT5G63080
kfl00230_0135	AT4G02220
kfl00231_0040	AT5G35700
kfl00231_0070	AT1G14980
kfl00231_0080	AT5G09650
kfl00231_0090	AT4G23860
kfl00231_0100	AT5G55390
kfl00231_0110	AT3G24880
kfl00231_0120	AT3G57870
kfl00231_0130	AT5G40160
kfl00231_0150	AT4G10020
kfl00231_0180	AT5G53090
kfl00231_0190	AT5G12150
kfl00231_0200	AT5G12320
kfl00231_0210	AT5G11280
kfl00232_0010	AT2G28680
kfl00232_0015	AT1G03880
kfl00232_0020	AT2G28680
kfl00232_0030	AT5G66010
kfl00232_0040	AT2G04040
kfl00232_0050	AT4G17170
kfl00232_0060	AT2G35900
kfl00232_0070	AT2G23790
kfl00232_0080	AT5G28840
kfl00232_0090	AT5G01960
kfl00232_0100	AT5G45360
kfl00232_0110	AT4G22140
kfl00232_0130	AT3G50700
kfl00232_0140	AT1G69830
kfl00232_0150	AT4G10920
kfl00232_0160	AT5G22350
kfl00232_0180	AT2G28680
kfl00232_0190	AT3G49100
kfl00232_0200	AT3G51050
kfl00232_0220	AT2G23090
kfl00232_0230	AT3G11130
kfl00233_0020	AT2G04690
kfl00233_0050	AT1G11750
kfl00233_0060	AT4G19880
kfl00233_0070	AT4G25610
kfl00233_0080	AT4G10790
kfl00233_0090	AT2G04900
kfl00233_0100	AT2G34770
kfl00233_0110	AT5G42210
kfl00233_0120	AT5G13470
kfl00233_0150	AT5G53490
kfl00233_0160	AT1G48050
kfl00233_0170	AT3G22480
kfl00233_0180	AT3G50380
kfl00233_0185	AT3G50380
kfl00233_0200	AT3G52610
kfl00234_0010	AT1G15690
kfl00234_0020	AT4G11350
kfl00234_0030	AT4G17520
kfl00234_0040	AT1G27320
kfl00234_0050	AT5G49270
kfl00234_0060	AT2G25540
kfl00234_0070	AT1G04560
kfl00234_0080	AT5G66210
kfl00234_0100	AT1G66340
kfl00234_0130	AT3G15840
kfl00234_0140	AT3G26570
kfl00235_0020	AT5G40370
kfl00235_0030	AT4G36390
kfl00235_0040	AT4G05420
kfl00235_0060	AT3G54140
kfl00235_0070	AT3G26580
kfl00235_0090	AT2G20280
kfl00235_0100	AT2G17510
kfl00235_0120	AT2G32415
kfl00235_0130	AT3G46020
kfl00235_0140	AT5G13200
kfl00235_0150	AT1G61740
kfl00235_0160	AT3G26840
kfl00235_0170	AT5G18610
kfl00235_0180	AT3G61870
kfl00235_0190	AT5G62290
kfl00235_0200	AT5G23630
kfl00235_0210	AT5G23630
kfl00236_0060	AT1G48670
kfl00236_0065	AT1G23160
kfl00236_0070	AT4G34540
kfl00236_0080	AT3G48200
kfl00236_0100	AT2G03430
kfl00236_0120	AT5G67080
kfl00236_0130	AT5G52440
kfl00236_0145	AT2G30070
kfl00236_0150	AT5G09770
kfl00236_0160	AT1G23750
kfl00236_0170	AT4G11810
kfl00237_0010	AT3G15460
kfl00237_0040	AT5G53460
kfl00237_0050	AT5G03850
kfl00237_0060	AT5G13440
kfl00237_0070	AT5G50450
kfl00237_0080	AT4G14145
kfl00237_0100	AT1G18340
kfl00237_0110	AT3G15360
kfl00237_0120	AT3G12760
kfl00237_0130	AT1G71980
kfl00237_0140	AT2G22910
kfl00237_0150	AT4G00630
kfl00237_0160	AT4G01280
kfl00238_0010	AT2G39730
kfl00238_0030	AT2G26990
kfl00238_0040	AT1G31600
kfl00238_0050	AT3G19280
kfl00238_0060	AT2G33585
kfl00238_0070	AT5G08520
kfl00238_0080	AT3G61320
kfl00238_0090	AT5G09850
kfl00238_0100	AT4G28660
kfl00238_0120	AT1G59560
kfl00238_0130	AT3G19430
kfl00238_0140	AT4G27585
kfl00238_0150	AT2G37680
kfl00238_0160	AT5G10490
kfl00238_0170	AT4G02480
kfl00239_0060	AT3G14250
kfl00239_0100	AT3G06510
kfl00239_0110	AT3G26890
kfl00239_0120	AT1G06680
kfl00239_0130	AT2G46520
kfl00239_0140	AT2G17265
kfl00239_0150	AT3G09920
kfl00239_0160	AT4G12230
kfl00239_0175	AT1G10570
kfl00239_0180	AT1G62980
kfl00239_0190	AT4G23160
kfl00240_0010	AT5G03345
kfl00240_0020	AT1G32080
kfl00240_0030	AT2G03890
kfl00240_0070	AT5G55280
kfl00240_0080	AT2G31660
kfl00240_0090	AT2G25930
kfl00240_0110	AT3G25920
kfl00240_0120	AT2G34690
kfl00240_0130	AT2G04740
kfl00240_0140	AT3G25030
kfl00240_0160	AT4G28030
kfl00240_g18	AT5G10980
kfl00240_g19	AT5G59970
kfl00240_0220	AT1G27840
kfl00240_0230	AT3G49180
kfl00241_0020	AT5G06830
kfl00241_0040	AT3G63250
kfl00241_0050	AT5G40000
kfl00241_0070	AT2G31740
kfl00241_0100	AT5G55020
kfl00241_0110	AT1G63810
kfl00241_0170	AT4G37000
kfl00242_0010	AT1G08130
kfl00242_0020	AT1G05200
kfl00242_0030	AT1G12800
kfl00242_0040	AT5G07910
kfl00242_0070	AT5G07950
kfl00242_0090	AT1G51560
kfl00242_0110	AT1G04690
kfl00242_0120	AT1G04690
kfl00242_0130	AT1G08080
kfl00242_0140	AT4G38890
kfl00242_0150	AT4G05530
kfl00242_0170	AT5G35525
kfl00243_0010	AT1G62280
kfl00243_0020	AT5G07280
kfl00243_0050	AT5G43630
kfl00243_0060	AT5G50240
kfl00243_0080	AT5G60040
kfl00243_0100	AT2G18380
kfl00244_0010	AT5G05200
kfl00244_0030	AT2G13360
kfl00244_0040	AT5G05710
kfl00244_0050	AT3G02260
kfl00244_0090	AT5G55160
kfl00244_0100	AT3G60350
kfl00244_0120	AT1G79850
kfl00244_0130	AT3G62000
kfl00244_0140	AT1G09730
kfl00244_0160	AT4G11630
kfl00245_0010	AT1G50920
kfl00245_0020	AT1G23280
kfl00245_0080	AT2G01490
kfl00245_0090	AT1G77140
kfl00245_0100	AT2G40960
kfl00245_0130	AT1G16770
kfl00245_0140	AT2G35736
kfl00245_0150	AT3G10800
kfl00246_0010	AT3G53610
kfl00246_0020	AT1G27850
kfl00246_0040	AT5G52070
kfl00246_0060	AT5G52070
kfl00246_0080	AT5G52070
kfl00246_0090	AT5G13390
kfl00246_0100	AT4G25090
kfl00246_0120	AT5G52070
kfl00246_0130	AT5G42670
kfl00246_0150	AT1G18060
kfl00246_0160	AT3G10420
kfl00247_0040	AT1G68080
kfl00247_0060	AT5G58240
kfl00247_0070	AT2G36230
kfl00247_0080	AT2G30280
kfl00247_0090	AT1G02680
kfl00247_0100	AT5G40660
kfl00247_0160	AT5G01660
kfl00247_0200	AT3G19300
kfl00247_0210	AT3G06310
kfl00248_0020	AT2G44220
kfl00248_0040	AT5G49010
kfl00248_0060	AT1G54385
kfl00248_0070	AT1G18170
kfl00248_0080	AT4G31150
kfl00248_0090	AT1G18260
kfl00248_0130	AT1G21600
kfl00248_0140	AT2G39630
kfl00248_0150	AT4G20360
kfl00248_0170	AT2G30920
kfl00248_0180	AT1G53510
kfl00249_0010	AT3G10390
kfl00249_0020	AT1G34380
kfl00249_0030	AT4G17020
kfl00249_0040	AT3G03305
kfl00249_0050	AT1G18850
kfl00249_0060	AT3G20860
kfl00249_0070	AT2G19330
kfl00249_0100	AT5G50870
kfl00249_0110	AT3G32930
kfl00249_0120	AT5G11040
kfl00249_0130	AT2G15560
kfl00249_0140	AT1G36310
kfl00249_0170	AT1G32250
kfl00249_0180	AT2G06510
kfl00249_0190	AT4G24204
kfl00250_0020	AT1G69180
kfl00250_0040	AT4G30100
kfl00250_0050	AT5G53220
kfl00250_0060	AT4G31420
kfl00250_0070	AT1G50590
kfl00250_0080	AT1G50590
kfl00250_0090	AT4G10160
kfl00250_0100	AT3G06910
kfl00250_0120	AT5G61510
kfl00250_0150	AT3G16730
kfl00250_0190	AT4G28200
kfl00250_0200	AT3G13790
kfl00250_0210	AT1G12240
kfl00251_0020	AT3G22990
kfl00251_0030	AT3G19620
kfl00251_0080	AT3G62580
kfl00251_0100	AT5G19390
kfl00251_0110	AT5G38650
kfl00251_0120	AT1G04300
kfl00251_0140	AT5G65450
kfl00251_0150	AT5G50450
kfl00251_0160	AT5G25050
kfl00252_0060	AT1G03600
kfl00252_0070	AT4G28450
kfl00252_0100	AT1G63490
kfl00252_0130	AT4G21090
kfl00252_0140	AT5G04770
kfl00253_0020	AT5G45380
kfl00253_0050	AT5G54370
kfl00253_0060	AT1G27510
kfl00253_0070	AT4G34880
kfl00253_0110	AT5G14620
kfl00253_0120	AT1G76250
kfl00254_0010	ATCG00500
kfl00254_0020	AT1G13580
kfl00254_0030	AT5G02860
kfl00254_0050	AT5G54290
kfl00254_0060	AT1G55090
kfl00254_0070	AT1G51310
kfl00254_0080	AT1G28250
kfl00254_0100	AT1G74320
kfl00254_0110	AT4G32272
kfl00254_0120	AT5G20180
kfl00254_0130	AT5G44520
kfl00254_0140	AT5G32470
kfl00254_0150	AT5G13800
kfl00254_0160	AT5G03070
kfl00254_0170	AT2G31170
kfl00254_0190	AT5G10460
kfl00254_0200	AT4G14290
kfl00254_0220	AT1G68410
kfl00254_0240	AT3G14790
kfl00254_0250	AT5G61840
kfl00255_0040	AT3G27650
kfl00255_0050	AT2G37770
kfl00255_0060	AT2G26570
kfl00255_0080	AT1G78630
kfl00255_0090	AT1G72170
kfl00255_0100	AT4G32600
kfl00255_0110	AT3G30460
kfl00255_0130	AT3G19420
kfl00255_0140	AT1G04945
kfl00255_0150	AT5G40160
kfl00255_0160	AT1G80950
kfl00255_0170	AT5G05987
kfl00255_0180	AT4G14965
kfl00255_0190	AT3G09600
kfl00255_0200	AT2G21250
kfl00255_0210	AT5G44310
kfl00256_0010	AT5G41790
kfl00256_0020	AT3G22320
kfl00256_0040	AT3G22320
kfl00256_0080	AT2G17820
kfl00256_0090	AT1G44790
kfl00256_0120	AT4G08900
kfl00256_0130	AT1G09815
kfl00257_0020	AT3G21740
kfl00257_0030	AT5G52580
kfl00257_0050	AT1G70480
kfl00257_0060	AT4G09810
kfl00257_0070	AT2G22360
kfl00257_0080	AT4G23700
kfl00257_0090	AT3G55480
kfl00257_0100	AT3G10230
kfl00257_0110	AT3G07670
kfl00257_0140	AT3G06350
kfl00257_0190	AT1G68690
kfl00258_0020	AT5G01530
kfl00258_0030	AT2G40300
kfl00258_0040	AT4G15890
kfl00258_0050	AT1G18180
kfl00258_0060	AT2G24200
kfl00258_0080	AT4G04910
kfl00258_0090	AT5G63620
kfl00258_0100	AT5G52450
kfl00258_0110	AT4G40010
kfl00258_0120	AT4G39420
kfl00258_0160	AT2G23780
kfl00258_0170	AT3G59910
kfl00258_0190	AT1G18660
kfl00258_0210	AT5G66810
kfl00259_0020	AT3G01540
kfl00259_0040	AT3G42050
kfl00259_0050	AT1G80500
kfl00259_0080	AT5G53970
kfl00259_0090	AT3G58170
kfl00259_0110	AT5G60600
kfl00259_0120	AT1G01630
kfl00259_0150	AT1G18260
kfl00259_0160	AT5G09830
kfl00259_0170	AT2G16850
kfl00259_0180	AT4G35100
kfl00259_0190	AT2G28780
kfl00259_0200	AT5G41480
kfl00260_0010	AT2G28605
kfl00260_0020	AT1G23110
kfl00260_0030	AT1G46264
kfl00260_0040	AT5G24810
kfl00260_0050	AT1G69550
kfl00260_0060	AT1G65540
kfl00260_0070	AT3G59820
kfl00260_0090	AT5G19490
kfl00260_0100	AT5G13450
kfl00260_0110	AT2G44860
kfl00260_0120	AT4G37880
kfl00260_0130	AT5G64150
kfl00260_0150	AT3G55070
kfl00260_0160	AT2G32090
kfl00260_0170	AT2G32500
kfl00260_0190	AT1G04410
kfl00260_0200	AT3G23610
kfl00260_0210	AT5G12200
kfl00261_0010	AT2G34900
kfl00261_0030	AT4G32850
kfl00261_0040	AT5G24690
kfl00261_0050	AT3G15290
kfl00261_0070	AT5G42810
kfl00261_0080	AT3G13226
kfl00261_0090	AT3G11220
kfl00261_0100	AT1G54250
kfl00261_0120	AT2G03430
kfl00261_0140	AT5G58110
kfl00261_0150	AT5G51340
kfl00261_0190	AT2G44160
kfl00262_0020	AT1G06510
kfl00262_0030	AT5G60750
kfl00262_0040	AT3G06470
kfl00262_0050	AT2G28560
kfl00262_0060	AT2G45840
kfl00262_0080	AT1G73720
kfl00262_0090	AT4G35520
kfl00262_0095	AT4G35520
kfl00262_0110	AT1G15140
kfl00262_0120	AT2G01060
kfl00262_0130	AT2G01060
kfl00262_0140	AT3G61600
kfl00262_0160	AT3G62290
kfl00262_0170	AT1G11890
kfl00262_0180	AT5G57860
kfl00262_0200	AT4G36890
kfl00262_0210	AT1G44780
kfl00263_0010	AT5G37510
kfl00263_0020	AT2G30480
kfl00263_0030	AT3G48425
kfl00263_0040	AT1G01170
kfl00263_0050	AT1G80460
kfl00263_0060	AT2G38740
kfl00263_0070	AT2G13610
kfl00263_0080	AT5G35910
kfl00263_0090	AT5G48030
kfl00263_0120	AT1G06110
kfl00263_0130	AT4G11640
kfl00263_g14	AT2G38905
kfl00263_0136	AT2G38905
kfl00263_0140	AT3G05880
kfl00263_0150	AT4G23895
kfl00263_0160	AT1G68200
kfl00263_0170	AT1G50320
kfl00263_0180	AT1G78650
kfl00263_0190	AT2G40660
kfl00263_0210	AT3G22290
kfl00264_0010	AT4G25800
kfl00264_0020	AT5G25060
kfl00264_0040	AT3G07790
kfl00264_0050	AT4G29000
kfl00264_0060	AT2G42910
kfl00264_0070	AT1G22630
kfl00264_0080	AT1G03905
kfl00264_0090	AT5G44370
kfl00264_0095	AT4G29660
kfl00264_0100	AT5G19450
kfl00264_0110	AT2G04560
kfl00264_0120	AT2G19600
kfl00264_0160	AT4G19830
kfl00264_0180	AT1G59760
kfl00264_0190	AT4G09810
kfl00264_0210	AT5G58920
kfl00264_0230	AT4G37900
kfl00264_0250	AT1G20970
kfl00265_0020	AT1G32340
kfl00265_0030	AT4G32400
kfl00265_0040	AT1G21580
kfl00265_0060	AT1G01040
kfl00265_0090	AT1G22640
kfl00265_0110	AT5G39840
kfl00265_0120	AT5G49030
kfl00265_0130	AT1G68690
kfl00265_0140	AT3G45420
kfl00266_0010	AT1G30450
kfl00266_0020	AT2G25605
kfl00266_0030	AT2G45490
kfl00266_0050	AT1G69220
kfl00266_0090	AT5G67030
kfl00266_0100	AT1G07780
kfl00266_0110	AT5G54390
kfl00266_0120	AT3G24495
kfl00266_0140	AT1G26255
kfl00266_0150	AT4G14305
kfl00266_0170	AT5G15720
kfl00266_0175	AT1G71691
kfl00267_0010	AT5G14750
kfl00267_0020	AT1G54890
kfl00267_0050	AT3G53520
kfl00267_0055	AT1G18730
kfl00267_0060	AT1G16650
kfl00267_0070	AT2G35020
kfl00267_0090	AT1G31020
kfl00267_0115	AT5G18410
kfl00267_0120	AT1G12244
kfl00268_0020	AT2G32950
kfl00268_0030	AT3G16310
kfl00268_0050	AT5G40570
kfl00268_0060	AT1G65030
kfl00268_0160	AT5G66180
kfl00268_0170	AT5G27700
kfl00268_0180	AT1G06130
kfl00268_0190	AT1G77670
kfl00268_0200	AT3G48140
kfl00269_0020	AT1G52230
kfl00269_0030	AT3G06030
kfl00269_0040	AT3G17790
kfl00269_0060	AT2G27750
kfl00269_0070	AT3G26100
kfl00270_0020	AT2G21070
kfl00270_0040	AT2G29450
kfl00270_0050	AT2G32840
kfl00270_0060	AT1G28960
kfl00270_0070	AT3G26720
kfl00270_0080	AT3G53690
kfl00270_0090	AT3G02740
kfl00270_0100	AT4G01710
kfl00270_0110	AT3G12360
kfl00270_0120	AT1G51160
kfl00270_0140	AT5G48470
kfl00270_0170	AT5G10270
kfl00270_0180	AT3G03070
kfl00270_0190	AT2G47830
kfl00270_0200	AT3G63170
kfl00270_0210	AT3G50560
kfl00270_0220	AT5G14600
kfl00270_0230	AT1G03860
kfl00270_0240	AT5G01600
kfl00271_0010	AT3G05670
kfl00271_0030	AT3G15380
kfl00271_0040	AT3G30841
kfl00271_0050	AT1G51770
kfl00271_0060	AT3G47120
kfl00271_0070	AT3G10060
kfl00271_0080	AT3G51880
kfl00271_0090	AT1G67700
kfl00271_0100	AT2G26840
kfl00271_0110	AT5G05680
kfl00271_0120	AT3G13225
kfl00271_0130	AT3G08510
kfl00271_0140	AT5G42310
kfl00271_0150	AT5G62950
kfl00271_0160	AT5G55130
kfl00271_0170	AT5G46910
kfl00271_0180	AT3G28180
kfl00271_0200	AT5G08400
kfl00271_0210	AT1G27320
kfl00272_0020	AT3G04080
kfl00272_0030	AT1G74040
kfl00272_0040	AT3G20475
kfl00272_0045	AT5G08720
kfl00272_g6	AT4G05320
kfl00272_0070	AT5G39530
kfl00272_0080	AT3G57910
kfl00272_0090	AT5G04830
kfl00272_0100	AT3G63480
kfl00272_0110	AT4G08550
kfl00272_0120	AT1G23550
kfl00272_0130	AT1G23550
kfl00272_0140	AT2G17120
kfl00272_0150	AT5G50450
kfl00272_0160	AT5G43810
kfl00273_0040	AT1G02270
kfl00273_0050	AT5G02860
kfl00273_0060	AT1G73680
kfl00273_0070	AT5G19930
kfl00273_0080	AT2G01755
kfl00273_0090	AT1G51350
kfl00273_0100	AT4G22930
kfl00273_0110	AT2G47180
kfl00273_0120	AT5G20520
kfl00273_0130	AT5G51010
kfl00273_0140	AT2G17695
kfl00273_0150	AT3G22590
kfl00273_0160	AT2G31170
kfl00274_0010	AT1G53120
kfl00274_0050	AT2G04032
kfl00274_0070	AT5G19280
kfl00274_0090	AT3G24255
kfl00274_0100	AT5G17410
kfl00274_0130	AT2G30630
kfl00274_0140	AT4G23850
kfl00274_0150	AT1G72250
kfl00274_0180	AT5G52800
kfl00275_0010	AT3G17020
kfl00275_0030	AT3G14390
kfl00275_0040	AT2G05990
kfl00275_0050	AT5G59140
kfl00275_0060	AT2G48070
kfl00275_0070	AT5G23060
kfl00275_0090	AT1G60400
kfl00275_0100	AT1G29120
kfl00275_0110	AT4G27750
kfl00275_0120	AT1G67340
kfl00275_0130	AT3G15940
kfl00275_0140	AT4G01995
kfl00275_0150	AT5G01260
kfl00275_0170	AT4G07390
kfl00275_0190	AT1G02410
kfl00275_0200	AT2G29120
kfl00275_0210	AT3G19340
kfl00276_0010	AT1G15820
kfl00276_0020	AT5G14740
kfl00276_0030	AT5G59460
kfl00276_0050	AT2G45500
kfl00276_0070	AT1G18260
kfl00276_0090	AT4G25540
kfl00276_0110	AT1G10050
kfl00276_0130	AT2G37010
